Video file,Organ,Finding,Classification,labels
4fb2b288-9d16-416e-97f7-cb63fc62cf60,Lower GI,bbps-2-3,quality-of-mucosal-views,3
f665be70-eba9-417d-bbc9-ebab7c89ed33,Lower GI,cecum,anatomical-landmarks,4
c07a88c6-3930-4721-bd5d-06066ea6d7b6,Lower GI,cecum,anatomical-landmarks,4
f8874543-feba-4285-ab9e-5b11916a5b58,Lower GI,dyed-lifted-polyps,therapeutic-interventions,5
79799a48-3995-4ce8-b791-825e42de4073,Lower GI,dyed-lifted-polyps,therapeutic-interventions,5
7c213e36-0e7f-45fe-b177-17de2e4d5955,Lower GI,cecum,anatomical-landmarks,4
18cda9a0-83b9-490f-8cb0-057402ba24d3,Lower GI,dyed-lifted-polyps,therapeutic-interventions,5
ff8bc57b-f75a-4ed4-8a8a-08a2c8a1caf3,Lower GI,cecum,anatomical-landmarks,4
a762b2c9-9fd8-4615-909b-347f45415f9c,Lower GI,cecum,anatomical-landmarks,4
525be13b-cacb-4b04-a02e-f78ac9acee7e,Upper GI,esophagitis-b-d,pathological-findings,8
969a5080-c942-4e07-b888-870611782aa1,Lower GI,dyed-resection-margins,therapeutic-interventions,6
5659e88a-2a94-477e-85e5-e37b8104c400,Upper GI,esophagitis-a,pathological-findings,7
1be53e64-305f-4f82-947d-ad36de5fb5b9,Lower GI,dyed-lifted-polyps,therapeutic-interventions,5
75f890f8-9405-4fd5-a17d-7d45dbac37b6,Lower GI,dyed-lifted-polyps,therapeutic-interventions,5
b4f37021-de60-49b8-a848-17bbdaff3485,Lower GI,bbps-2-3,quality-of-mucosal-views,3
2ec7c692-cb39-419d-a09d-7edda9a42dcd,Upper GI,pylorus,anatomical-landmarks,13
ab2bbf82-e981-4e09-adbe-e3866788af30,Upper GI,retroflex-stomach,anatomical-landmarks,15
7e06af18-5174-426c-9ff6-e79d1521fd98,Upper GI,pylorus,anatomical-landmarks,13
c3197fee-b81c-440a-befc-f97159a30e2b,Lower GI,bbps-2-3,quality-of-mucosal-views,3
d04a62b2-9095-4162-9ae9-71e14eae2fff,Upper GI,z-line,anatomical-landmarks,22
8f598f9f-02f7-4825-a487-c966b0d68a57,Lower GI,dyed-lifted-polyps,therapeutic-interventions,5
f57fc00e-2f4f-498c-b679-e711dd2da101,Upper GI,esophagitis-a,pathological-findings,7
3f8d19b6-1c6d-4f6d-9ff8-21b0eabc22e6,Lower GI,retroflex-rectum,anatomical-landmarks,14
b90dfe3f-9ca0-4fb6-86cf-db52562903a0,Upper GI,retroflex-stomach,anatomical-landmarks,15
21f911ee-aa34-4cb1-af78-fd77de162dec,Upper GI,z-line,anatomical-landmarks,22
f56c328e-1cbb-4fff-b2fa-6ee501bc1f6c,Lower GI,bbps-2-3,quality-of-mucosal-views,3
40e5b81f-8e2d-48dd-b264-f7430207e76f,Lower GI,dyed-lifted-polyps,therapeutic-interventions,5
0f3ff31e-8086-4bae-b983-2afb66e4d210,Lower GI,bbps-2-3,quality-of-mucosal-views,3
69daf8be-9487-435d-817a-81e5af723a50,Upper GI,z-line,anatomical-landmarks,22
a8998dca-1176-4dd6-a85e-9b365494aff8,Lower GI,dyed-lifted-polyps,therapeutic-interventions,5
8819bb4b-db90-4918-9ab3-875975ebd900,Lower GI,ulcerative-colitis-grade-1-2,pathological-findings,18
b742bf39-cc72-48c5-b168-8740bac18a35,Upper GI,retroflex-stomach,anatomical-landmarks,15
268520ba-7be3-4492-b179-642151658085,Lower GI,dyed-resection-margins,therapeutic-interventions,6
7232a35b-3739-4ea7-ba8f-eef30e809920,Lower GI,dyed-resection-margins,therapeutic-interventions,6
62d04a56-5fd0-4167-9c2d-768840ea3fc4,Lower GI,bbps-2-3,quality-of-mucosal-views,3
b16b46a0-ac49-4ee6-bc1c-a4a7211e4c6a,Upper GI,retroflex-stomach,anatomical-landmarks,15
90ced059-71db-4483-a773-a6c9d49f7eb4,Lower GI,bbps-0-1,quality-of-mucosal-views,2
fa155767-bbf7-4185-9787-b6e4204029d7,Lower GI,bbps-0-1,quality-of-mucosal-views,2
21292b8c-308d-4a48-9bde-41b1318f0023,Upper GI,pylorus,anatomical-landmarks,13
1a4d27c2-6601-46a4-97e6-a8e9358f8110,Lower GI,bbps-2-3,quality-of-mucosal-views,3
a51ae4a0-6dd8-4d47-a91f-e0e86190b55f,Lower GI,polyps,pathological-findings,12
6c6bd585-5b9b-4d8f-b3d5-ea273e8eca71,Lower GI,bbps-2-3,quality-of-mucosal-views,3
f64f91d4-7db3-4f55-a32c-42fac9e8c171,Lower GI,polyps,pathological-findings,12
2eca9668-ab60-4d92-b315-7f7da5ba6003,Lower GI,retroflex-rectum,anatomical-landmarks,14
c2729d45-6613-4528-8113-3e4343f9738e,Lower GI,dyed-lifted-polyps,therapeutic-interventions,5
3344ca2b-8621-4ffc-9e16-c0755f38e9b5,Upper GI,esophagitis-b-d,pathological-findings,8
8ce2d9d7-224c-4b21-b675-1d260002f024,Upper GI,z-line,anatomical-landmarks,22
336ce0a2-e184-48dc-a00b-7c5e38d6c957,Upper GI,z-line,anatomical-landmarks,22
fe5dda1b-6382-475f-aec3-43f174ccbd0e,Lower GI,ulcerative-colitis-grade-2-3,pathological-findings,20
8ca5e0bb-b121-40b7-ada7-16e0f7a7c816,Lower GI,dyed-lifted-polyps,therapeutic-interventions,5
f5a1b66f-d82f-4b1b-a9fe-ae57fe10e076,Lower GI,cecum,anatomical-landmarks,4
e0137481-7e9a-41c3-b85c-fe8be6215d77,Lower GI,dyed-lifted-polyps,therapeutic-interventions,5
4e19fe08-87e5-47f6-8ac3-4ba9f21251db,Lower GI,ulcerative-colitis-grade-2,pathological-findings,19
2d791929-9252-4f18-b1ad-afd9b31d6a75,Upper GI,retroflex-stomach,anatomical-landmarks,15
c1193e64-0fac-4065-bfd8-2c69f20231a4,Lower GI,bbps-2-3,quality-of-mucosal-views,3
10cb7bf3-38f6-4ee4-8b3c-169760205117,Lower GI,dyed-resection-margins,therapeutic-interventions,6
953911e7-d4c8-4bbc-a0f2-5d1bcefdb886,Lower GI,bbps-0-1,quality-of-mucosal-views,2
a18789f9-2a89-40f2-82d2-c14e19d4c4c9,Lower GI,bbps-0-1,quality-of-mucosal-views,2
f0db9c13-36f3-4718-971a-b226d1ff2e4a,Lower GI,polyps,pathological-findings,12
648f54cf-11b4-4f22-a599-b82bf031942e,Lower GI,cecum,anatomical-landmarks,4
9b3b323d-3414-4a71-bd0c-639ea3a36035,Lower GI,dyed-resection-margins,therapeutic-interventions,6
e9401776-6d85-4723-abdd-9705d82fcdb0,Lower GI,polyps,pathological-findings,12
e1940481-0320-4c45-a3b5-3b79c02d5492,Upper GI,z-line,anatomical-landmarks,22
43996c35-ffff-4271-9753-9ca80eff9bbc,Upper GI,pylorus,anatomical-landmarks,13
7789a2c3-c8b4-4e36-9af2-7dc9e4981d24,Upper GI,pylorus,anatomical-landmarks,13
5a1cbcf9-6dd7-4c58-a7aa-3b79666baee9,Upper GI,pylorus,anatomical-landmarks,13
8e052324-881f-42f9-9f10-29db7cb75a1a,Upper GI,esophagitis-a,pathological-findings,7
f93e9194-586b-4690-92df-94e93f861da0,Lower GI,dyed-resection-margins,therapeutic-interventions,6
4165ba65-9948-4fcb-8fee-fd551bbffaa7,Upper GI,esophagitis-a,pathological-findings,7
f2cb2d5f-156f-4dd8-957e-8d871464845e,Lower GI,cecum,anatomical-landmarks,4
75a2de2d-005d-4083-a22a-6240cedf0019,Lower GI,bbps-2-3,quality-of-mucosal-views,3
af842854-6be7-4509-adcd-2b103ffde6c6,Lower GI,polyps,pathological-findings,12
6c77ec92-80c8-4d5d-8b4d-7b417c901b03,Upper GI,z-line,anatomical-landmarks,22
300a1103-69ea-492f-ad5b-1b7a7dd90c05,Lower GI,retroflex-rectum,anatomical-landmarks,14
cd4d90d8-79ed-4642-b33f-4648350dc988,Lower GI,bbps-2-3,quality-of-mucosal-views,3
df366221-7b9d-492b-9b3f-342d76073842,Upper GI,z-line,anatomical-landmarks,22
3fecaa08-a5c2-49bd-91c3-5bf4e3649f4e,Upper GI,esophagitis-a,pathological-findings,7
317dc733-5dfe-4cea-8333-d5993d0e7b1e,Lower GI,dyed-resection-margins,therapeutic-interventions,6
7e9b83d0-6fe4-4a43-a226-dfd62652d9ae,Upper GI,retroflex-stomach,anatomical-landmarks,15
316a6ab9-0805-451f-85a3-60068dbf364c,Lower GI,bbps-0-1,quality-of-mucosal-views,2
a43e7ce9-d166-437a-897c-722adcde84e1,Upper GI,pylorus,anatomical-landmarks,13
c9b4dda9-2b1f-4c12-8008-a3ffa6d5fb53,Lower GI,polyps,pathological-findings,12
9c6147a0-58d5-4990-b0e9-aa3c9bcfcf60,Upper GI,retroflex-stomach,anatomical-landmarks,15
89e7cdc9-a0cf-4e88-baf0-6a0febd3f026,Lower GI,bbps-2-3,quality-of-mucosal-views,3
4ea16576-2def-4932-a30d-a7f1829a16b9,Lower GI,dyed-lifted-polyps,therapeutic-interventions,5
617bd1a5-6808-45f2-98a0-43131718ca80,Lower GI,retroflex-rectum,anatomical-landmarks,14
988dff8b-6ef8-4b92-84ab-33e127245e05,Upper GI,retroflex-stomach,anatomical-landmarks,15
d25524d2-a88e-4c33-adb1-b1c49783c9c4,Lower GI,retroflex-rectum,anatomical-landmarks,14
2fafad78-859e-418d-acc8-fe2785341087,Lower GI,cecum,anatomical-landmarks,4
36d0534e-e7fa-49c0-81c3-60f89b15c4f4,Lower GI,retroflex-rectum,anatomical-landmarks,14
416745dc-8736-4b49-81da-bd53e4ac3fe3,Upper GI,pylorus,anatomical-landmarks,13
da6d828c-fae8-4730-a94c-0f89d2bb430f,Lower GI,dyed-lifted-polyps,therapeutic-interventions,5
847a97af-1a1f-4213-bb2c-a710bab3d227,Lower GI,ulcerative-colitis-grade-2,pathological-findings,19
18966d45-f6da-4ff5-8aea-eed55a878e1c,Lower GI,dyed-resection-margins,therapeutic-interventions,6
b58d9524-db0a-4cd3-a280-107a3d759778,Lower GI,ulcerative-colitis-grade-2,pathological-findings,19
336624f7-e649-452d-9631-2b667574f67d,Upper GI,pylorus,anatomical-landmarks,13
1473eedd-fc02-4025-86e5-d7be605d75db,Upper GI,z-line,anatomical-landmarks,22
509fb7e9-11d8-4b71-b6d0-021c0b187f17,Upper GI,z-line,anatomical-landmarks,22
6c1b9f8f-7617-43d9-8ac7-a15754558027,Upper GI,retroflex-stomach,anatomical-landmarks,15
1047c7af-d0c8-42f0-8825-929451659ced,Upper GI,pylorus,anatomical-landmarks,13
f7cb2f3b-e8f6-441d-a565-6c720c031fa2,Upper GI,pylorus,anatomical-landmarks,13
579e9641-64cb-4c61-bb87-e0a9c71f88ea,Upper GI,esophagitis-a,pathological-findings,7
cb495ebd-e7fb-4b08-8223-c4cd4f8db451,Lower GI,cecum,anatomical-landmarks,4
810cd3ba-4a52-4afa-a9af-4f8b67ab6ae0,Lower GI,bbps-0-1,quality-of-mucosal-views,2
9460ff0c-5c8f-4bae-84e5-0d83f52dfdf5,Lower GI,impacted-stool,quality-of-mucosal-views,11
3efbd8ca-c325-4124-ab3d-2d4367e03041,Lower GI,polyps,pathological-findings,12
23f89d45-c0d1-428f-8f9b-bc85dc632a42,Upper GI,retroflex-stomach,anatomical-landmarks,15
c0bfd2b8-566a-42e8-aa30-24ab82138ed4,Upper GI,retroflex-stomach,anatomical-landmarks,15
5c3b30ec-e18c-471f-94c2-7e69713ce015,Upper GI,esophagitis-a,pathological-findings,7
5d1184d7-f8f0-4800-b7c1-4117f773a3ef,Lower GI,bbps-0-1,quality-of-mucosal-views,2
58b40138-bc55-47e7-a89e-7ceab5d8f508,Upper GI,pylorus,anatomical-landmarks,13
ad5fcda6-1d29-422b-a680-98c2f0c28ec6,Lower GI,bbps-2-3,quality-of-mucosal-views,3
49ecad43-3a4e-455f-a339-2de4b9123abf,Upper GI,esophagitis-a,pathological-findings,7
859d8a30-8f5e-4cdd-b1f7-e225e470a563,Upper GI,pylorus,anatomical-landmarks,13
dace56c2-e452-4faa-86b1-6d6c9281d05f,Lower GI,polyps,pathological-findings,12
be0a6dbd-2ca6-4d4f-bcea-f10aba3f41d1,Upper GI,esophagitis-a,pathological-findings,7
575a12a3-decc-4e7e-9d26-047d673212da,Upper GI,retroflex-stomach,anatomical-landmarks,15
825b1373-fb5a-48ca-953e-e5811a352391,Lower GI,ulcerative-colitis-grade-2,pathological-findings,19
425eb07a-d4dc-4674-96e5-83084fa6c8d4,Lower GI,bbps-0-1,quality-of-mucosal-views,2
815e9e46-c1fe-435c-b9af-3ae9192e5d6a,Lower GI,dyed-lifted-polyps,therapeutic-interventions,5
448d9db8-14bf-40df-91cb-e9d0d1717370,Lower GI,dyed-resection-margins,therapeutic-interventions,6
a8a962c3-1434-4be6-b146-396d3d06aaf0,Lower GI,polyps,pathological-findings,12
4f267f24-5121-4f79-8610-d2a0beff6af7,Upper GI,esophagitis-a,pathological-findings,7
c4f0aa10-ec48-474c-a06b-d4769dcad978,Lower GI,cecum,anatomical-landmarks,4
805aa8b8-a12c-48ff-b22a-9340d20b3671,Lower GI,retroflex-rectum,anatomical-landmarks,14
efd101ef-3c8f-44e4-a6d3-82b5befc4e47,Lower GI,ulcerative-colitis-grade-2,pathological-findings,19
e605d3b6-bc5d-4f35-8192-5655ac0d250a,Lower GI,cecum,anatomical-landmarks,4
9bbc8d29-c23e-4849-a9df-52e24d10748e,Upper GI,pylorus,anatomical-landmarks,13
9b83604b-f186-4854-88ee-478f8c25f0e7,Upper GI,pylorus,anatomical-landmarks,13
aad08a6b-c8ec-4388-a543-00d550315c1d,Lower GI,polyps,pathological-findings,12
77440f3e-39e5-46d7-9c02-73175a45c52d,Lower GI,bbps-2-3,quality-of-mucosal-views,3
5e555f1f-a5c3-4e43-8d39-1771cc6bcb34,Lower GI,dyed-resection-margins,therapeutic-interventions,6
1305fe8d-3875-4fe6-8fa9-c1440fb83187,Upper GI,esophagitis-a,pathological-findings,7
8d78a11e-29f4-4823-9447-e9d1a7fa0ac0,Lower GI,dyed-lifted-polyps,therapeutic-interventions,5
bb57722c-de1c-4f61-b4ed-683eb6b1698f,Lower GI,impacted-stool,quality-of-mucosal-views,11
88dc6449-60f5-48b1-a41d-8f1ef93fe0de,Lower GI,cecum,anatomical-landmarks,4
34d96985-e41d-4712-8296-b3fd34dce031,Lower GI,cecum,anatomical-landmarks,4
6dfb62d8-d1b9-4dc1-b942-487838ef4423,Upper GI,z-line,anatomical-landmarks,22
32c8d2e1-a761-4f2b-8f85-86cb5d80d9ab,Lower GI,dyed-lifted-polyps,therapeutic-interventions,5
f95515d6-7185-4775-bdd2-d677308dfe92,Upper GI,pylorus,anatomical-landmarks,13
ed1479e3-3e83-4f99-bd23-f2b74a1d5207,Upper GI,pylorus,anatomical-landmarks,13
e16e6a6e-997e-434c-af72-fc060a339efb,Lower GI,cecum,anatomical-landmarks,4
a9c06520-7e87-4c5a-9100-673229d47cc9,Lower GI,dyed-lifted-polyps,therapeutic-interventions,5
f1a905a9-eeee-4116-9853-1f14590b9858,Lower GI,ulcerative-colitis-grade-2,pathological-findings,19
024fc35f-6b5f-407e-a1c7-9530a1785165,Lower GI,ulcerative-colitis-grade-2,pathological-findings,19
97500027-2c75-40b6-a5cb-f2220ad15bb6,Lower GI,dyed-resection-margins,therapeutic-interventions,6
1f598801-221f-471a-ab7b-89d7fdbed4de,Lower GI,impacted-stool,quality-of-mucosal-views,11
f285d24f-7e39-4a37-a0f1-35622b7c5a9c,Lower GI,dyed-resection-margins,therapeutic-interventions,6
0272dcc1-1d5a-4c2b-ae97-556d9d981625,Lower GI,dyed-resection-margins,therapeutic-interventions,6
ece5e90f-bf65-4f83-ab04-cef1e0d6202a,Lower GI,ulcerative-colitis-grade-1,pathological-findings,17
e43efa3d-3b7f-48e7-9274-d6c097e01dc4,Upper GI,z-line,anatomical-landmarks,22
ca602bff-7af4-4ed1-8557-27362be1035b,Upper GI,pylorus,anatomical-landmarks,13
2766f3d7-376b-458e-b81a-0f3d3cc7d44f,Lower GI,dyed-lifted-polyps,therapeutic-interventions,5
c8c01879-a17a-4abd-88fa-0e9d60cb24e6,Upper GI,z-line,anatomical-landmarks,22
3665ee6b-7644-4b1a-95ed-687a7c22a04e,Lower GI,dyed-resection-margins,therapeutic-interventions,6
d3731ea8-99a9-417a-8336-3bb85d13af53,Upper GI,z-line,anatomical-landmarks,22
b5a29f75-2a19-4ae6-8aa9-ada9b944edb5,Lower GI,bbps-0-1,quality-of-mucosal-views,2
6ea32f69-ea13-4910-9e07-ba6293850c24,Lower GI,dyed-lifted-polyps,therapeutic-interventions,5
f2f2bcc7-ca41-481d-b74a-06e1b6ef6bbb,Lower GI,bbps-2-3,quality-of-mucosal-views,3
0ddf456d-1fc8-468a-a78e-7dd03e8e51d8,Lower GI,cecum,anatomical-landmarks,4
a85b15a0-1f7b-4793-9671-8314801fd7aa,Lower GI,cecum,anatomical-landmarks,4
68fee78e-2ce6-4d5e-822f-3f7b0f8f4d20,Upper GI,z-line,anatomical-landmarks,22
4c038316-baa1-4da5-8622-c84a2c0e4f54,Lower GI,dyed-resection-margins,therapeutic-interventions,6
9afa346f-6bab-45a9-b200-5f4c938c32b8,Lower GI,bbps-0-1,quality-of-mucosal-views,2
565e40dc-de19-4d09-8076-941216d21648,Lower GI,bbps-2-3,quality-of-mucosal-views,3
342e34d5-c824-4840-9619-f62560ec1c1a,Lower GI,polyps,pathological-findings,12
68dba3d1-1f1f-4596-897d-b7ad58e33a46,Lower GI,bbps-0-1,quality-of-mucosal-views,2
f8456276-4e09-483f-8cec-e509ae624b50,Lower GI,polyps,pathological-findings,12
73638e28-5a3e-4f97-b41b-d77e2af354ea,Lower GI,polyps,pathological-findings,12
f2f09d26-039f-467c-921d-d76d8d871e50,Upper GI,esophagitis-a,pathological-findings,7
f60d3ac8-878f-4a77-9ea7-ad1ec1571644,Lower GI,bbps-0-1,quality-of-mucosal-views,2
87c8d747-9037-4e1d-9e3b-29a15275c47d,Upper GI,z-line,anatomical-landmarks,22
4cf65c05-5568-463f-aa07-7ad9bd4a1216,Lower GI,polyps,pathological-findings,12
2ae77eee-ec80-4b13-888b-296cf95e6ff6,Lower GI,dyed-resection-margins,therapeutic-interventions,6
c972ab4e-df98-47c7-accf-63fad9422000,Lower GI,cecum,anatomical-landmarks,4
d8207f00-534c-4d47-bfcb-66c88454a342,Upper GI,z-line,anatomical-landmarks,22
17967027-e129-4a8c-b753-a6312e36a612,Upper GI,retroflex-stomach,anatomical-landmarks,15
d2c38f79-3ee9-42af-8e1c-a83bffca6c7c,Upper GI,retroflex-stomach,anatomical-landmarks,15
def92085-d306-47cd-bcdf-1f61df544e7b,Lower GI,polyps,pathological-findings,12
7960255b-88a3-40de-a8f1-74fb06df06f8,Lower GI,dyed-lifted-polyps,therapeutic-interventions,5
8ed9bbd2-955b-438e-8518-c02e89463723,Lower GI,ulcerative-colitis-grade-2,pathological-findings,19
99dde79a-8fbf-4fb6-a253-a1a75adff830,Lower GI,dyed-lifted-polyps,therapeutic-interventions,5
f514bc60-58ee-46ac-bdc6-f7ecf81d90d7,Upper GI,retroflex-stomach,anatomical-landmarks,15
419b95af-cd80-4fb5-95d3-55aa3d223a6b,Lower GI,polyps,pathological-findings,12
c266e553-4317-48bc-8b7a-d8f332c1176e,Lower GI,cecum,anatomical-landmarks,4
2062287f-8e93-48d0-8aca-f5b60a5974ee,Lower GI,polyps,pathological-findings,12
178010df-2500-4928-ad4a-f34943af7a0e,Lower GI,dyed-lifted-polyps,therapeutic-interventions,5
a77d761e-c6b6-46de-8e40-01f2aa7d0ada,Lower GI,cecum,anatomical-landmarks,4
6cd648ae-45b0-442d-b53f-62a0c6f66513,Lower GI,bbps-2-3,quality-of-mucosal-views,3
b3ee5130-6a79-41da-93c1-378596774f58,Upper GI,z-line,anatomical-landmarks,22
de345f7e-9a20-4dc5-9b92-2f06c7bb76b6,Lower GI,bbps-0-1,quality-of-mucosal-views,2
9d3f77b2-9026-43d3-baed-c1e607cafbf1,Lower GI,dyed-lifted-polyps,therapeutic-interventions,5
529f793e-c77d-4a03-b328-08f23462a00a,Lower GI,polyps,pathological-findings,12
d90ce851-0519-401a-87f6-d462d6dba29c,Upper GI,z-line,anatomical-landmarks,22
a74aebfd-c7ce-483f-b5f3-e997fd0f427d,Upper GI,z-line,anatomical-landmarks,22
ad94ef69-48ae-49f8-8016-23681880d9f9,Upper GI,pylorus,anatomical-landmarks,13
985ebe66-51d3-400c-af65-d1783acc7bcf,Lower GI,bbps-0-1,quality-of-mucosal-views,2
f61c3566-17ea-401e-9660-d08e11970e4c,Upper GI,z-line,anatomical-landmarks,22
6def4d76-f82c-4741-8185-0a432d4a54a3,Lower GI,dyed-lifted-polyps,therapeutic-interventions,5
0517656d-e7b7-45c5-9480-9425cfda36bc,Lower GI,dyed-resection-margins,therapeutic-interventions,6
87f3f32f-bb45-4937-b4a4-89ab82fb6b05,Upper GI,retroflex-stomach,anatomical-landmarks,15
432ab41e-861f-468f-b716-742b02c1bf0d,Lower GI,bbps-2-3,quality-of-mucosal-views,3
ba2d6327-80f2-4ba1-afb5-f432a0e56aa5,Lower GI,ulcerative-colitis-grade-2,pathological-findings,19
c8bd67cf-ea4b-4129-9294-dccc5414e399,Lower GI,dyed-resection-margins,therapeutic-interventions,6
c208497d-cdbf-451a-ab88-080674240e25,Lower GI,dyed-lifted-polyps,therapeutic-interventions,5
f33748e1-89f8-43e8-addd-349f559fb3e4,Lower GI,bbps-0-1,quality-of-mucosal-views,2
aec39d49-9d89-4c18-9f83-908e66858d3e,Lower GI,polyps,pathological-findings,12
40a614bc-848d-4fbd-a462-894bf47c501a,Lower GI,ulcerative-colitis-grade-2,pathological-findings,19
1962b205-0145-4d39-bd34-a7b771964d1f,Upper GI,esophagitis-a,pathological-findings,7
b2a9262b-ee97-4896-8871-442953a77bbf,Lower GI,polyps,pathological-findings,12
868c349a-2eed-4cd8-9d99-63e1c5f356a4,Lower GI,cecum,anatomical-landmarks,4
49033607-3528-4246-a083-88314dd984f3,Lower GI,dyed-resection-margins,therapeutic-interventions,6
3fe22122-c128-4331-8c89-10dbed00e147,Lower GI,dyed-resection-margins,therapeutic-interventions,6
7bfde6d8-240d-451e-afb4-5cde447146fd,Upper GI,esophagitis-b-d,pathological-findings,8
a1926511-414b-40a2-822b-239b0167c921,Lower GI,dyed-resection-margins,therapeutic-interventions,6
ae6b1b52-4073-49fe-b212-b8627b841dfd,Upper GI,z-line,anatomical-landmarks,22
ba74dc46-c386-459b-9c17-e390044e5068,Lower GI,dyed-resection-margins,therapeutic-interventions,6
2e94fd87-3787-4e16-95db-e9de9dde51b0,Lower GI,bbps-0-1,quality-of-mucosal-views,2
2fa490c9-fa7b-4d0e-8947-cc223d4ce617,Upper GI,esophagitis-a,pathological-findings,7
36448361-f38c-486d-a404-8251e657df28,Lower GI,polyps,pathological-findings,12
b8ff183e-e701-49a0-ac7b-bfab3a11cc85,Lower GI,bbps-2-3,quality-of-mucosal-views,3
5092a4ec-4027-49ad-a9ba-6c035508a37b,Lower GI,polyps,pathological-findings,12
e0e841c2-873b-4a3a-bb0e-e412be9c7658,Upper GI,z-line,anatomical-landmarks,22
0fd2cf77-a46f-4e8d-b81f-2cb55e500a0b,Upper GI,retroflex-stomach,anatomical-landmarks,15
f4ee7712-572f-4e81-9cec-4cb444cc6ce0,Lower GI,polyps,pathological-findings,12
1075da7c-b137-4791-a33b-1603a2b96437,Lower GI,ulcerative-colitis-grade-2,pathological-findings,19
061ffbcb-f63d-41cf-be13-913e421ddadc,Lower GI,polyps,pathological-findings,12
9f961056-b9ac-445e-a0da-bce4013522fd,Lower GI,bbps-2-3,quality-of-mucosal-views,3
eac94ed9-d047-449e-8916-97e5fade8cab,Lower GI,bbps-2-3,quality-of-mucosal-views,3
a1488245-1049-4aea-b99e-9380dd26662f,Lower GI,ulcerative-colitis-grade-2,pathological-findings,19
42e47a3d-f670-4030-8e11-722bbeb11108,Lower GI,bbps-2-3,quality-of-mucosal-views,3
6701b20b-073b-426c-aeda-cb534545da8a,Lower GI,bbps-2-3,quality-of-mucosal-views,3
37b920cf-f23c-4a4b-98ae-e41701b2aa9a,Lower GI,bbps-2-3,quality-of-mucosal-views,3
e0d9c674-ee15-41dd-bb46-474021997b71,Lower GI,bbps-2-3,quality-of-mucosal-views,3
8d75ba87-7963-4b60-9df4-a866ba11fa75,Upper GI,esophagitis-a,pathological-findings,7
19952809-6bd3-4057-a2d9-c2695e6027ee,Upper GI,esophagitis-a,pathological-findings,7
853c2b28-ef1c-4912-8e42-1b1b905ee116,Upper GI,pylorus,anatomical-landmarks,13
cad8aaf9-a3b1-4e05-96ef-8efe82d2c4ba,Upper GI,pylorus,anatomical-landmarks,13
6623e77b-fea5-4464-9a66-88d0f6f43316,Lower GI,retroflex-rectum,anatomical-landmarks,14
b9244e22-3127-41e8-832e-3d95747aa80c,Lower GI,dyed-resection-margins,therapeutic-interventions,6
63a86e3b-67e8-4d64-8d9d-84ea966d94bf,Upper GI,pylorus,anatomical-landmarks,13
9be756c9-f7ae-424e-8b83-5a8769950527,Lower GI,cecum,anatomical-landmarks,4
ea5d0e77-35aa-411a-9fd0-1e055c79ec31,Upper GI,pylorus,anatomical-landmarks,13
679a2453-d4f3-4de6-bdfb-9c998ce07c5c,Lower GI,retroflex-rectum,anatomical-landmarks,14
822fe5dc-ca26-4b35-be99-45038ff31460,Lower GI,dyed-lifted-polyps,therapeutic-interventions,5
8c1a793d-bce3-4cd8-9643-98cb8e993daf,Lower GI,cecum,anatomical-landmarks,4
36f7e169-818a-4be2-a08e-13a1022ba3fb,Lower GI,retroflex-rectum,anatomical-landmarks,14
d8a3e950-4fa3-4cd0-8cb1-eca326d09769,Upper GI,pylorus,anatomical-landmarks,13
ec9b1263-c4cd-4a01-b8e5-57af7cd75054,Upper GI,z-line,anatomical-landmarks,22
019dde5f-446b-487f-b5bd-84f2072434bc,Lower GI,bbps-2-3,quality-of-mucosal-views,3
fa220da7-ae42-451c-a976-28472e085d04,Lower GI,dyed-resection-margins,therapeutic-interventions,6
952edbda-2977-4b20-b015-183d9038960e,Upper GI,pylorus,anatomical-landmarks,13
09c46de1-a627-4ca7-97c3-8ec87f6b3335,Lower GI,bbps-2-3,quality-of-mucosal-views,3
d244037b-ec6e-45aa-a736-dd093f9084e6,Lower GI,dyed-resection-margins,therapeutic-interventions,6
ca36f716-bf17-4d70-bec2-c00275d6e74b,Upper GI,esophagitis-b-d,pathological-findings,8
43f5596e-47f6-43db-bd35-3308ef0141b2,Lower GI,ulcerative-colitis-grade-2,pathological-findings,19
5e3ae1e0-dcdb-4b91-b295-7ee9fe10fe35,Lower GI,dyed-resection-margins,therapeutic-interventions,6
f5c829a3-c118-46ea-9ce6-06d758a78ce5,Lower GI,dyed-lifted-polyps,therapeutic-interventions,5
fca013de-a9fb-4741-9ee9-3dbe171f775a,Lower GI,bbps-2-3,quality-of-mucosal-views,3
2890a4fa-07fa-405f-a55b-317d1345f8a6,Upper GI,z-line,anatomical-landmarks,22
09c0a707-f1a3-4f29-807f-40dafce46589,Lower GI,retroflex-rectum,anatomical-landmarks,14
91da3133-d99e-48e8-856f-c11b91ecdd37,Lower GI,bbps-0-1,quality-of-mucosal-views,2
09103f08-4988-45ef-8642-d242c1747ab4,Upper GI,pylorus,anatomical-landmarks,13
a8bc8479-95ac-458c-9788-714bc8cf9cff,Lower GI,retroflex-rectum,anatomical-landmarks,14
21dd1d3a-5154-48d4-8954-818bbdec9e9f,Upper GI,pylorus,anatomical-landmarks,13
d0ebf480-42d2-41fc-88fe-6bdaa135865b,Lower GI,bbps-2-3,quality-of-mucosal-views,3
